REFERENCE;SAMPLE CODE;SITE NAME ;WTD;pH;LAT ;LONG;ALA MIL;AMP WRI;ARC ART;ARC CAT;ARC DIS;ARC GIB;ARC HEM;ARC VUL;ARC FLA;ARG DEN;ASS MUS;ASS SEM;BUL IND;CEN ACU;CEN CAS;CEN ECO;CEN PLA;CON PON;COR TRI;CRY OVI;CRY SAC;CYC ARC;CYP AMP;DIF ACU;DIF BAC;DIF GLO;DIF LEI;DIF LUC;DIF OBL;DIF OVI;DIF PRI;DIF PUL;DIF RUB;DIF URC;EUG CIL;EUG ROT;EUG STR;EUG TUB;GIB TUB;HEL PET;HEL ROS;HEL SPH;HEL SYL;HYA ELE;HYA MIN;HYA PAP;HYA SUB;LES EPI;LES SPI;NEB BAR;NEB COL;NEB FLA;NEB MIN;NEB PEN;NEB TIN;PAD LAG;PAD WAI;PAR IRR;PHR ACR;PHY GRI;PLAGIO;PLA SPI;PLA CAR;PLA MAR;PSE FAS;PSE FUL;PYXI;QUA SYM;SPH LEN;TRA DEN;TRI ARC ;WAI EBO;;;;;
Amesbury et al 2013;A2;Colin;7,0;3,79;45,108;-63,895;3,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,0;0,0;1,5;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;7,3;1,1;28,5;0,0;9,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,0;;;;;
Amesbury et al 2013;E3;Colin;7,0;3,91;45,108;-63,895;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;16,8;0,0;6,5;1,1;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;0,0;10,3;0,5;47,3;0,0;9,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;0,0;0,0;1,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;;;;;
Amesbury et al 2013;A5;Petite;7,0;3,85;45,144;-63,937;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;61,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,4;0,0;0,0;0,0;23,4;0,0;7,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;2,9;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Amesbury et al 2013;F6;Sidney;7,0;4,29;44,388;-69,788;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;70,7;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;1,1;0,0;1,6;0,0;9,8;0,0;2,2;0,0;1,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;6,5;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
"Amesbury et al 2013; Lamarre et al 2013";B2;Lebel;7,0;3;49,123;-68,292;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;53,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,5;21,8;0,0;7,1;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;5,1;5,1;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Finkelstein/Bunbury unpublished;M31;Attawapiskat River 1;7,0;4,01;52,845;-83,927;2,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,6;1,8;7,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,4;2,7;0,0;0,0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;1,8;2,7;6,4;0,0;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,6;0,0;0,0;0,0;10,0;8,2;0,0;1,8;0,0;0,0;0,0;2,7;0,0;0,0;0,0;0,0;2,7;0,0;;;;;
Finkelstein/Bunbury unpublished;M48;Sutton River 1;7,0;7,22;55,752;-84,525;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,3;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;19,4;0,0;51,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Baie_M_2;Baie-M;7,0;3,98;49,093;-68,243;11,3;0,0;0,0;0,0;3,3;0,0;0,0;0,0;2,7;0,0;6,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;1,3;2,0;42,7;0,0;16,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;2,7;0,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;BC_4;Baie Commeau;7,0;3,97;49,097;-68,244;9,8;4,6;0,0;0,0;4,6;0,0;0,0;0,0;39,1;0,0;1,7;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;2,3;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;9,2;0,0;5,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;0,0;0,0;0,0;6,9;1,1;0,0;9,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Frontenac_7;Frontenac;7,0;4,05;45,966;-71,139;1,3;0,7;0,7;1,3;0,0;0,0;0,0;0,0;18,7;0,0;2,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;6,7;0,0;18,7;0,0;16,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;14,7;10,7;0,0;0,7;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Frontenac_9;Frontenac;7,0;4,41;45,966;-71,139;8,1;0,0;5,4;0,0;0,0;0,0;0,0;0,0;9,4;2,7;4,7;0,7;0,0;4,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;4,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,7;0,0;0,0;0,0;1,3;0,0;0,0;1,3;7,4;2,0;10,7;0,0;6,7;0,7;0,0;0,0;0,0;0,7;0,0;0,0;0,0;4,0;0,0;0,0;0,0;4,0;8,1;0,0;1,3;0,7;2,0;0,0;4,0;0,0;0,7;0,0;0,0;2,0;0,0;;;;;
Lamarre et al 2013;Lebel_2;Lebel-G;7,0;3,77;49,101;-68,219;9,3;2,7;0,0;0,0;2,7;0,0;0,0;0,0;28,7;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;2,7;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;2,0;0,7;0,7;9,3;0,0;13,3;0,0;0,0;0,0;0,0;0,0;4,0;0,0;0,0;1,3;0,0;0,0;0,0;16,0;1,3;0,0;0,7;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Lebel_3;Lebel-G;7,0;3,92;49,101;-68,219;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;58,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;3,3;0,0;18,0;0,0;6,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,7;2,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;LG2 Bog_4;La Grande Bog;7,0;3,85;53,650;-77,726;7,9;2,4;0,0;0,0;1,2;0,0;0,0;0,0;27,9;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,6;35,2;1,2;4,8;2,4;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,6;0,0;0,0;0,0;4,8;5,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Morts_2;Morts;7,0;4,09;50,264;-63,669;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,3;0,7;2,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;30,7;1,3;10,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;6,0;0,0;0,0;0,7;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Roma_2_2;Roma;7,0;4,27;50,298;-63,693;6,0;2,7;0,0;0,0;0,0;0,0;0,0;0,0;51,3;0,0;2,7;2,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;3,3;17,3;0,0;2,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;6,7;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Roma_2_3;Roma;7,0;4,2;50,298;-63,693;5,3;0,0;0,0;0,7;32,2;0,0;0,0;0,0;6,6;0,0;6,6;0,0;0,0;3,9;0,0;0,0;0,0;0,0;2,0;0,0;0,0;2,6;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,7;0,7;0,7;0,0;0,0;0,7;0,0;0,0;20,4;0,0;0,7;2,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;0,0;0,0;0,0;0,0;2,6;0,0;;;;;
Warner 1987;E14;Elice Huckleberry Marsh;7,0;6;43,481;-80,949;2,1;0,0;0,0;0,0;16,0;0,0;0,0;0,0;0,0;0,0;1,1;1,1;0,0;55,4;0,0;0,0;0,0;0,0;2,1;0,0;0,0;4,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,0;2,1;0,0;4,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;4,3;0,0;;;;;
Booth 2008;HL18;Hole-in-bog;7,5;3,81;47,300;-94,249;5,1;5,1;0,0;0,0;0,6;0,0;0,0;0,0;34,8;0,0;2,5;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,2;0,6;3,2;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;3,2;0,0;0,0;0,0;0,6;1,3;4,4;0,0;9,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,4;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;HO01;Hornet;7,5;3,78;46,077;-92,120;0,0;0,0;0,0;0,0;11,3;0,0;0,7;2,6;0,0;0,0;13,2;0,7;0,0;4,0;2,0;0,0;0,7;0,0;0,7;0,0;0,0;0,0;0,0;0,7;9,9;5,3;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,0;0,0;0,7;0,0;1,3;0,7;0,0;0,0;25,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,3;0,0;0,0;0,0;0,7;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;HO02;Hornet;7,5;3,87;46,077;-92,120;0,5;0,0;0,0;0,0;1,0;0,0;0,0;0,0;8,5;0,0;5,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;5,0;0,5;0,0;0,0;0,0;0,0;20,9;0,0;26,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,9;0,0;0,0;0,0;10,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;KT07;Kentucky Trail;7,5;3,84;46,247;-86,601;3,7;0,0;1,2;0,0;3,0;0,0;0,0;0,0;29,3;0,0;4,9;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;0,6;0,0;0,0;0,0;14,6;0,0;5,5;3,0;0,0;0,0;0,0;11,6;0,0;0,0;0,0;9,8;0,0;0,0;0,0;0,0;6,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,4;0,0;;;;;
Booth 2008;SG13;Spring Pond;7,5;3,97;44,368;-74,499;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;16,8;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;8,7;0,5;31,5;0,0;21,2;0,0;0,0;0,0;0,0;3,8;0,5;0,0;0,0;0,0;0,0;0,0;0,0;1,6;8,2;0,0;1,1;1,6;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth et al 2008;p18;Catfish Pocosin;7,5;3,84;34,919;-77,088;0,0;0,0;0,0;0,0;5,4;0,0;0,0;0,0;40,8;0,0;2,0;2,7;0,0;0,7;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,7;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;21,8;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;2,7;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;7,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4;0,0;0,0;0,0;;;;;
Amesbury et al 2013;A2;Burnt Village Bog;7,5;4,32;51,126;-55,927;0,8;2,7;0,0;0,0;0,0;0,0;0,0;0,0;39,8;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;0,8;3,0;26,5;2,7;8,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,0;0,0;0,0;5,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;;;;;
Lamarre et al 2013;KUJU_8;Kuujuarapik;7,5;4,58;55,226;-77,696;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,9;10,6;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;5,3;0,0;0,0;0,7;2,6;0,0;29,8;0,0;11,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,6;0,0;0,0;0,0;3,3;0,0;0,0;3,3;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Manic_10;Manic;7,5;;49,123;-68,292;4,7;0,7;0,0;0,0;0,0;0,0;0,0;0,0;48,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;2,7;0,0;23,3;0,0;11,3;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;2,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Morts_2_2;Morts;7,5;4,09;50,264;-63,669;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;36,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;36,0;0,7;18,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;3,3;1,3;0,0;0,7;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;MTG Bog2_9;Matagami 2;7,5;5,07;49,685;-77,732;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;14,1;0,0;0,0;0,0;22,1;2,0;0,0;0,0;0,0;0,7;0,0;0,0;1,3;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;1,3;0,0;0,7;0,0;0,0;2,7;0,7;2,0;13,4;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,8;0,0;0,0;0,0;0,0;2,7;0,0;2,0;0,0;3,4;0,0;2,7;0,0;2,7;1,3;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Roma_10;Roma;7,5;4,13;50,298;-63,693;8,7;0,7;0,0;0,7;0,0;0,0;0,0;0,0;53,3;0,0;1,3;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;17,3;1,3;4,7;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;2,7;0,7;0,0;0,7;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;TL48;Falliston;7,7;3,47;45,995;-89,613;0,0;0,7;0,7;0,0;0,4;0,0;0,0;0,0;27,9;0,0;3,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;23,0;0,0;7,4;0,0;25,3;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,9;1,1;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2001;854ada;Grand Traverse Bay;8,0;4,1;47,166;-88,255;0,0;0,0;0,0;0,8;10,2;0,0;0,0;0,0;0,0;0,0;11,5;0,0;0,0;0,0;16,8;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;3,7;0,0;18,0;0,4;18,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;8,6;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,1;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;;;;;
Booth 2001;942ada;Tahquamenon Bay;8,0;5,1;46,475;-84,995;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,0;5,3;6,7;0,0;0,0;11,3;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;5,3;0,0;3,3;0,0;12,7;0,7;3,3;0,0;14,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;2,7;0,0;0,0;0,0;0,0;2,7;0,0;0,7;0,0;4,7;0,0;0,0;0,0;0,7;0,7;0,0;0,7;0,0;;;;;
Booth 2002;1033B;Au Train Bay;8,0;3,8;46,548;-86,059;0,0;0,8;0,0;0,0;16,0;0,0;0,0;4,2;0,0;0,0;7,6;0,0;0,8;1,7;11,8;0,0;1,7;0,0;0,0;0,0;0,0;7,6;0,0;3,4;0,0;28,6;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,8;0,0;0,0;1,7;0,8;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;1,7;4,2;0,0;0,0;0,8;0,0;0,0;1,7;0,0;0,0;0,0;0,0;1,7;0,0;;;;;
Booth 2002;IB20E105:20.2;Au Train Bay;8,0;4,1;46,548;-86,059;0,0;35,8;0,0;0,0;0,0;0,0;0,0;0,0;7,0;0,0;0,7;0,0;0,0;0,0;3,3;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,3;0,0;10,9;0,0;0,0;0,0;20,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,6;0,0;5,6;0,0;1,3;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,7;0,0;0,0;5,6;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2002;IB20W84:16.2;Independence;8,0;4,1;47,419;-88,010;0,0;3,2;0,0;0,0;0,0;0,0;0,0;3,6;6,0;0,0;1,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,8;0,0;26,1;0,0;0,0;0,0;15,3;0,0;0,0;0,0;0,0;0,0;0,0;1,6;0,4;0,0;0,0;0,0;14,9;0,0;0,0;0,0;5,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;12,9;0,0;0,0;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;;;;;
Booth 2002;IBCL149:8;Independence;8,0;4,2;47,419;-88,010;0,0;0,4;0,0;0,0;6,6;0,0;0,0;4,8;0,0;0,0;0,4;0,0;0,0;10,6;0,4;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;4,8;0,0;58,6;0,0;0,0;0,0;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,4;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;4,8;0,0;0,0;0,0;0,4;0,0;0,0;;;;;
Booth 2002;SRB1;South Rhody;8,0;4,2;46,565;-86,075;0,0;0,8;0,0;0,0;10,1;0,0;0,0;0,0;0,0;0,0;10,9;0,0;0,0;2,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;7,8;0,0;48,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,1;4,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,2;0,0;0,0;0,0;0,0;0,0;0,8;3,9;0,0;0,0;;;;;
Booth 2002;SRB13;South Rhody;8,0;4;46,565;-86,075;0,0;19,8;0,0;0,8;4,2;0,0;0,4;0,0;0,4;0,0;18,1;0,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;17,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;3,8;0,0;3,4;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,7;0,0;0,0;4,2;2,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;AT10;Adams Trail;8,0;3,96;46,547;-86,060;0,0;0,0;0,5;0,9;0,9;0,0;0,0;0,0;28,6;0,0;4,2;0,5;0,0;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;0,0;0,0;0,0;9,4;0,0;8,5;0,0;17,8;0,0;0,0;0,0;0,0;5,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,7;5,2;0,0;0,9;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;;;;;
